_id,agent,serviceLevelAggrement,conversation,status,updater,creator,updatedAt,createdAt,isSlaSuccess,__v
5b458e0a99601900103479ff,5b445d1da16f58001071a8b2,5b44810a76362000107236d8,5b4587a0d2e6a90010d5588c,active,System,system,2018-07-11 04:56:42,2018-07-11 04:56:42,True,0
5b4591d19960190010347a01,5b445daaa16f58001071a8c7,5b458e837636200010723757,5b45879bd2e6a90010d55886,active,System,system,2018-07-11 05:12:49,2018-07-11 05:12:49,False,0
5b4593334dca7a00117082dd,,5b44810a76362000107236dd,5b459333d2e6a90010d5589a,active,System,system,2018-07-11 05:18:43,2018-07-11 05:18:43,True,0
5b4593334dca7a00117082de,5b445d1da16f58001071a8b2,5b458e837636200010723755,5b459333d2e6a90010d5589a,active,System,system,2018-07-11 05:18:43,2018-07-11 05:18:43,True,0
5b45933e9960190010347a02,5b445d1da16f58001071a8b2,5b458e837636200010723754,5b459333d2e6a90010d5589a,active,System,hana.owens@mavenlab.com,2018-07-11 05:18:54,2018-07-11 05:18:54,True,0
5b4593699960190010347a03,5b445d1da16f58001071a8b2,5b448b8f76362000107236f3,5b459333d2e6a90010d5589a,active,System,hana.owens@mavenlab.com,2018-07-11 05:19:37,2018-07-11 05:19:37,True,0
5b4593699960190010347a04,5b4574b0d6c4af0010f9ad7d,5b448b8f76362000107236f5,5b459333d2e6a90010d5589a,active,System,system,2018-07-11 05:19:37,2018-07-11 05:19:37,True,0
5b4593704dca7a00117082df,,5b44810a76362000107236dd,5b459370d2e6a90010d5589c,active,System,system,2018-07-11 05:19:44,2018-07-11 05:19:44,True,0
5b4593704dca7a00117082e0,5b445d1da16f58001071a8b2,5b458e837636200010723755,5b459370d2e6a90010d5589c,active,System,system,2018-07-11 05:19:44,2018-07-11 05:19:44,True,0
5b4593769960190010347a06,5b4574b0d6c4af0010f9ad7d,5b448b8f76362000107236f7,5b459333d2e6a90010d5589a,active,System,tanvi@mavenlab.com,2018-07-11 05:19:50,2018-07-11 05:19:50,True,0
5b4593849960190010347a07,5b445d1da16f58001071a8b2,5b458e837636200010723754,5b459370d2e6a90010d5589c,active,System,hana.owens@mavenlab.com,2018-07-11 05:20:04,2018-07-11 05:20:04,True,0
5b4593aa8b2c950010c18985,5b4574b0d6c4af0010f9ad7d,5b448b8f76362000107236fb,5b459333d2e6a90010d5589a,active,System,System,2018-07-11 05:20:42,2018-07-11 05:20:42,True,0
5b4593b28b2c950010c18986,5b445d1da16f58001071a8b2,5b458e837636200010723759,5b459370d2e6a90010d5589c,active,System,System,2018-07-11 05:20:50,2018-07-11 05:20:50,True,0
5b4593c4d2e6a90010d5589f,5b4574b0d6c4af0010f9ad7d,5b448b8f76362000107236f5,5b459333d2e6a90010d5589a,active,System,system,2018-07-11 05:21:08,2018-07-11 05:21:08,True,0
5b4593c49960190010347a0a,5b4574b0d6c4af0010f9ad7d,5b448b8f76362000107236f7,5b459333d2e6a90010d5589a,active,System,tanvi@mavenlab.com,2018-07-11 05:21:08,2018-07-11 05:21:08,True,0
5b4593fc9960190010347a0c,5b4574b0d6c4af0010f9ad7d,5b448b8f76362000107236f9,5b459333d2e6a90010d5589a,active,System,system,2018-07-11 05:22:04,2018-07-11 05:22:04,True,0
5b459434d2e6a90010d558a1,5b445d1da16f58001071a8b2,5b458e837636200010723755,5b459370d2e6a90010d5589c,active,System,system,2018-07-11 05:23:00,2018-07-11 05:23:00,False,0
5b4594359960190010347a0d,5b445d1da16f58001071a8b2,5b458e837636200010723754,5b459370d2e6a90010d5589c,active,System,hana.owens@mavenlab.com,2018-07-11 05:23:01,2018-07-11 05:23:01,False,0
5b45947b9960190010347a10,5b445d1da16f58001071a8b2,5b458e837636200010723757,5b459370d2e6a90010d5589c,active,System,system,2018-07-11 05:24:11,2018-07-11 05:24:11,True,0
5b4594a34dca7a00117082e1,,5b44810a76362000107236dd,5b4594a3d2e6a90010d558a2,active,System,system,2018-07-11 05:24:51,2018-07-11 05:24:51,True,0
5b4594a34dca7a00117082e2,5b445d1da16f58001071a8b2,5b458e837636200010723755,5b4594a3d2e6a90010d558a2,active,System,system,2018-07-11 05:24:51,2018-07-11 05:24:51,True,0
5b4594a79960190010347a11,5b445d1da16f58001071a8b2,5b458e837636200010723754,5b4594a3d2e6a90010d558a2,active,System,hana.owens@mavenlab.com,2018-07-11 05:24:55,2018-07-11 05:24:55,True,0
5b4594b19960190010347a13,5b445daaa16f58001071a8c7,5b458e837636200010723756,5b4588ccd2e6a90010d55891,active,System,system,2018-07-11 05:25:05,2018-07-11 05:25:05,True,0
5b4595da9960190010347a15,5b445d1da16f58001071a8b2,5b458e837636200010723757,5b4594a3d2e6a90010d558a2,active,System,system,2018-07-11 05:30:02,2018-07-11 05:30:02,False,0
5b4595fe4dca7a00117082e3,,5b44810a76362000107236dd,5b4595fed2e6a90010d558a4,active,System,system,2018-07-11 05:30:38,2018-07-11 05:30:38,True,0
5b4595fe4dca7a00117082e4,5b445daaa16f58001071a8c7,5b458e837636200010723755,5b4595fed2e6a90010d558a4,active,System,system,2018-07-11 05:30:38,2018-07-11 05:30:38,True,0
5b45962f9960190010347a16,5b445daaa16f58001071a8c7,5b458e837636200010723754,5b4595fed2e6a90010d558a4,active,System,weesoon@mavenlab.com,2018-07-11 05:31:27,2018-07-11 05:31:27,True,0
5b459f144dca7a00117082e5,,5b44810a76362000107236d4,5b459f14d2e6a90010d558a7,active,System,system,2018-07-11 06:09:24,2018-07-11 06:09:24,True,0
5b459f144dca7a00117082e6,5b445daaa16f58001071a8c7,5b44810a76362000107236d5,5b459f14d2e6a90010d558a7,active,System,system,2018-07-11 06:09:24,2018-07-11 06:09:24,True,0
5b459f4c4dca7a00117082e7,,5b44810a76362000107236d4,5b459f4cd2e6a90010d558a9,active,System,system,2018-07-11 06:10:20,2018-07-11 06:10:20,True,0
5b459f4c4dca7a00117082e8,5b445d1da16f58001071a8b2,5b44810a76362000107236d5,5b459f4cd2e6a90010d558a9,active,System,system,2018-07-11 06:10:20,2018-07-11 06:10:20,True,0
5b459fa4bb8fa30010a29392,5b445daaa16f58001071a8c7,5b44810a76362000107236d7,5b459f14d2e6a90010d558a7,active,System,weesoon@mavenlab.com,2018-07-11 06:11:48,2018-07-11 06:11:48,True,0
5b45a1052870dd0010e0e47e,5b445daaa16f58001071a8c7,5b448b8f76362000107236f3,5b4595fed2e6a90010d558a4,active,System,weesoon@mavenlab.com,2018-07-11 06:17:41,2018-07-11 06:17:41,True,0
5b45a1052870dd0010e0e47f,5b4574b0d6c4af0010f9ad7d,5b448b8f76362000107236f5,5b4595fed2e6a90010d558a4,active,System,system,2018-07-11 06:17:41,2018-07-11 06:17:41,True,0
5b45a1112870dd0010e0e481,5b4574b0d6c4af0010f9ad7d,5b448b8f76362000107236f7,5b4595fed2e6a90010d558a4,active,System,tanvi@mavenlab.com,2018-07-11 06:17:53,2018-07-11 06:17:53,True,0
5b45a2af8b2c950010c18987,5b4574b0d6c4af0010f9ad7d,5b448b8f76362000107236fb,5b4595fed2e6a90010d558a4,active,System,System,2018-07-11 06:24:47,2018-07-11 06:24:47,False,0
5b45a2cc70e2b8001086a0f3,5b445d1da16f58001071a8b2,5b44810a76362000107236d7,5b459f4cd2e6a90010d558a9,active,System,hana.owens@mavenlab.com,2018-07-11 06:25:16,2018-07-11 06:25:16,False,0
5b45a40670e2b8001086a0f5,5b4574b0d6c4af0010f9ad7d,5b448b8f76362000107236f9,5b4595fed2e6a90010d558a4,active,System,system,2018-07-11 06:30:30,2018-07-11 06:30:30,False,0
5b45a4134dca7a00117082e9,,5b44810a76362000107236dd,5b45a413d2e6a90010d558ab,active,System,system,2018-07-11 06:30:43,2018-07-11 06:30:43,True,0
5b45a4134dca7a00117082ea,5b445daaa16f58001071a8c7,5b458e837636200010723755,5b45a413d2e6a90010d558ab,active,System,system,2018-07-11 06:30:43,2018-07-11 06:30:43,True,0
5b45a42b70e2b8001086a0f6,5b445daaa16f58001071a8c7,5b458e837636200010723754,5b45a413d2e6a90010d558ab,active,System,weesoon@mavenlab.com,2018-07-11 06:31:07,2018-07-11 06:31:07,True,0
5b45a44b70e2b8001086a0f8,5b445d1da16f58001071a8b2,5b458e837636200010723756,5b459f4cd2e6a90010d558a9,active,System,system,2018-07-11 06:31:39,2018-07-11 06:31:39,True,0
5b45aaa897020b0010110b85,5b445daaa16f58001071a8c7,5b4584b87636200010723748,5b45a413d2e6a90010d558ab,active,System,weesoon@mavenlab.com,2018-07-11 06:58:48,2018-07-11 06:58:48,True,0
5b45aaa897020b0010110b86,5b445cffa16f58001071a8aa,5b4584b87636200010723749,5b45a413d2e6a90010d558ab,active,System,system,2018-07-11 06:58:48,2018-07-11 06:58:48,True,0
5b45aab197020b0010110b88,5b445cffa16f58001071a8aa,5b4584b8763620001072374b,5b45a413d2e6a90010d558ab,active,System,adrian.lim@mavenlab.com,2018-07-11 06:58:57,2018-07-11 06:58:57,True,0
5b45ae3cd2e6a90010d558ae,5b445cffa16f58001071a8aa,5b4584b87636200010723749,5b45a413d2e6a90010d558ab,active,System,system,2018-07-11 07:14:04,2018-07-11 07:14:04,False,0
5b45ae434dca7a00117082eb,,5b44810a76362000107236dd,5b45ae43d2e6a90010d558b0,active,System,system,2018-07-11 07:14:11,2018-07-11 07:14:11,True,0
5b45ae434dca7a00117082ec,5b445d1da16f58001071a8b2,5b458e837636200010723755,5b45ae43d2e6a90010d558b0,active,System,system,2018-07-11 07:14:11,2018-07-11 07:14:11,True,0
5b45ae6f97020b0010110b89,5b445d1da16f58001071a8b2,5b458e837636200010723754,5b45ae43d2e6a90010d558b0,active,System,hana.owens@mavenlab.com,2018-07-11 07:14:55,2018-07-11 07:14:55,True,0
5b45aefcd2e6a90010d558b3,5b445d1da16f58001071a8b2,5b458e837636200010723755,5b45ae43d2e6a90010d558b0,active,System,system,2018-07-11 07:17:16,2018-07-11 07:17:16,False,0
5b45aefd97020b0010110b8a,5b445d1da16f58001071a8b2,5b458e837636200010723754,5b45ae43d2e6a90010d558b0,active,System,hana.owens@mavenlab.com,2018-07-11 07:17:17,2018-07-11 07:17:17,True,0
5b45aefd97020b0010110b8b,5b445d1da16f58001071a8b2,5b458e837636200010723754,5b45ae43d2e6a90010d558b0,active,System,hana.owens@mavenlab.com,2018-07-11 07:17:17,2018-07-11 07:17:17,True,0
5b45aefd97020b0010110b8c,5b445d1da16f58001071a8b2,5b458e837636200010723754,5b45ae43d2e6a90010d558b0,active,System,hana.owens@mavenlab.com,2018-07-11 07:17:17,2018-07-11 07:17:17,True,0
5b45aefd97020b0010110b8d,5b445d1da16f58001071a8b2,5b458e837636200010723754,5b45ae43d2e6a90010d558b0,active,System,hana.owens@mavenlab.com,2018-07-11 07:17:17,2018-07-11 07:17:17,True,0
5b45aefd97020b0010110b8e,5b445d1da16f58001071a8b2,5b458e837636200010723754,5b45ae43d2e6a90010d558b0,active,System,hana.owens@mavenlab.com,2018-07-11 07:17:17,2018-07-11 07:17:17,True,0
5b45aefd97020b0010110b8f,5b445d1da16f58001071a8b2,5b458e837636200010723754,5b45ae43d2e6a90010d558b0,active,System,hana.owens@mavenlab.com,2018-07-11 07:17:17,2018-07-11 07:17:17,True,0
5b45aefd97020b0010110b90,5b445d1da16f58001071a8b2,5b458e837636200010723754,5b45ae43d2e6a90010d558b0,active,System,hana.owens@mavenlab.com,2018-07-11 07:17:17,2018-07-11 07:17:17,True,0
5b45aefd97020b0010110b91,5b445d1da16f58001071a8b2,5b458e837636200010723754,5b45ae43d2e6a90010d558b0,active,System,hana.owens@mavenlab.com,2018-07-11 07:17:17,2018-07-11 07:17:17,True,0
5b45aefd97020b0010110b92,5b445d1da16f58001071a8b2,5b458e837636200010723754,5b45ae43d2e6a90010d558b0,active,System,hana.owens@mavenlab.com,2018-07-11 07:17:17,2018-07-11 07:17:17,True,0
5b45aefd97020b0010110b93,5b445d1da16f58001071a8b2,5b458e837636200010723754,5b45ae43d2e6a90010d558b0,active,System,hana.owens@mavenlab.com,2018-07-11 07:17:17,2018-07-11 07:17:17,True,0
5b45aefe97020b0010110b94,5b445d1da16f58001071a8b2,5b458e837636200010723754,5b45ae43d2e6a90010d558b0,active,System,hana.owens@mavenlab.com,2018-07-11 07:17:18,2018-07-11 07:17:18,True,0
5b45aefe97020b0010110b95,5b445d1da16f58001071a8b2,5b458e837636200010723754,5b45ae43d2e6a90010d558b0,active,System,hana.owens@mavenlab.com,2018-07-11 07:17:18,2018-07-11 07:17:18,True,0
5b45aefe97020b0010110b96,5b445d1da16f58001071a8b2,5b458e837636200010723754,5b45ae43d2e6a90010d558b0,active,System,hana.owens@mavenlab.com,2018-07-11 07:17:18,2018-07-11 07:17:18,True,0
5b45aefe97020b0010110b97,5b445d1da16f58001071a8b2,5b458e837636200010723754,5b45ae43d2e6a90010d558b0,active,System,hana.owens@mavenlab.com,2018-07-11 07:17:18,2018-07-11 07:17:18,True,0
5b45aefe97020b0010110b98,5b445d1da16f58001071a8b2,5b458e837636200010723754,5b45ae43d2e6a90010d558b0,active,System,hana.owens@mavenlab.com,2018-07-11 07:17:18,2018-07-11 07:17:18,True,0
5b45aefe97020b0010110b99,5b445d1da16f58001071a8b2,5b458e837636200010723754,5b45ae43d2e6a90010d558b0,active,System,hana.owens@mavenlab.com,2018-07-11 07:17:18,2018-07-11 07:17:18,True,0
5b45aefe97020b0010110b9a,5b445d1da16f58001071a8b2,5b458e837636200010723754,5b45ae43d2e6a90010d558b0,active,System,hana.owens@mavenlab.com,2018-07-11 07:17:18,2018-07-11 07:17:18,True,0
5b45aefe97020b0010110b9b,5b445d1da16f58001071a8b2,5b458e837636200010723754,5b45ae43d2e6a90010d558b0,active,System,hana.owens@mavenlab.com,2018-07-11 07:17:18,2018-07-11 07:17:18,True,0
5b45aefe97020b0010110b9c,5b445d1da16f58001071a8b2,5b458e837636200010723754,5b45ae43d2e6a90010d558b0,active,System,hana.owens@mavenlab.com,2018-07-11 07:17:18,2018-07-11 07:17:18,True,0
5b45aefe97020b0010110b9d,5b445d1da16f58001071a8b2,5b458e837636200010723754,5b45ae43d2e6a90010d558b0,active,System,hana.owens@mavenlab.com,2018-07-11 07:17:18,2018-07-11 07:17:18,True,0
5b45aefe97020b0010110b9e,5b445d1da16f58001071a8b2,5b458e837636200010723754,5b45ae43d2e6a90010d558b0,active,System,hana.owens@mavenlab.com,2018-07-11 07:17:18,2018-07-11 07:17:18,True,0
5b45aefe97020b0010110b9f,5b445d1da16f58001071a8b2,5b458e837636200010723754,5b45ae43d2e6a90010d558b0,active,System,hana.owens@mavenlab.com,2018-07-11 07:17:18,2018-07-11 07:17:18,True,0
5b45aefe97020b0010110ba0,5b445d1da16f58001071a8b2,5b458e837636200010723754,5b45ae43d2e6a90010d558b0,active,System,hana.owens@mavenlab.com,2018-07-11 07:17:18,2018-07-11 07:17:18,True,0
5b45aeff97020b0010110ba1,5b445d1da16f58001071a8b2,5b458e837636200010723754,5b45ae43d2e6a90010d558b0,active,System,hana.owens@mavenlab.com,2018-07-11 07:17:19,2018-07-11 07:17:19,True,0
5b45aeff97020b0010110ba2,5b445d1da16f58001071a8b2,5b458e837636200010723754,5b45ae43d2e6a90010d558b0,active,System,hana.owens@mavenlab.com,2018-07-11 07:17:19,2018-07-11 07:17:19,True,0
5b45af1397020b0010110ba4,5b445daaa16f58001071a8c7,5b458e837636200010723756,5b459f14d2e6a90010d558a7,active,System,system,2018-07-11 07:17:39,2018-07-11 07:17:39,False,0
5b45af294dca7a00117082ed,,5b44810a76362000107236dd,5b45af28d2e6a90010d558b5,active,System,system,2018-07-11 07:18:01,2018-07-11 07:18:01,True,0
5b45af294dca7a00117082ee,5b445daaa16f58001071a8c7,5b458e837636200010723755,5b45af28d2e6a90010d558b5,active,System,system,2018-07-11 07:18:01,2018-07-11 07:18:01,True,0
5b45af2c4dca7a00117082ef,,5b44810a76362000107236dd,5b45af2cd2e6a90010d558b7,active,System,system,2018-07-11 07:18:04,2018-07-11 07:18:04,True,0
5b45af2d4dca7a00117082f0,5b445daaa16f58001071a8c7,5b458e837636200010723755,5b45af2cd2e6a90010d558b7,active,System,system,2018-07-11 07:18:05,2018-07-11 07:18:05,True,0
5b45af31d2e6a90010d558ba,5b445daaa16f58001071a8c7,5b458e837636200010723755,5b45af2cd2e6a90010d558b7,active,System,system,2018-07-11 07:18:09,2018-07-11 07:18:09,True,0
5b45af3297020b0010110ba5,5b445daaa16f58001071a8c7,5b458e837636200010723754,5b45af2cd2e6a90010d558b7,active,System,weesoon@mavenlab.com,2018-07-11 07:18:10,2018-07-11 07:18:10,True,0
5b45af548b2c950010c18988,5b445daaa16f58001071a8c7,5b458e837636200010723759,5b45af2cd2e6a90010d558b7,active,System,System,2018-07-11 07:18:44,2018-07-11 07:18:44,True,0
5b45af9597020b0010110ba7,5b445daaa16f58001071a8c7,5b458e837636200010723754,5b45af28d2e6a90010d558b5,active,System,weesoon@mavenlab.com,2018-07-11 07:19:49,2018-07-11 07:19:49,True,0
5b45afa08b2c950010c18989,5b445daaa16f58001071a8c7,5b458e837636200010723759,5b45af28d2e6a90010d558b5,active,System,System,2018-07-11 07:20:00,2018-07-11 07:20:00,True,0
5b45afd997020b0010110ba9,5b445daaa16f58001071a8c7,5b448b8f76362000107236f3,5b45af28d2e6a90010d558b5,active,System,weesoon@mavenlab.com,2018-07-11 07:20:57,2018-07-11 07:20:57,True,0
5b45afd997020b0010110baa,5b4574b0d6c4af0010f9ad7d,5b448b8f76362000107236f5,5b45af28d2e6a90010d558b5,active,System,system,2018-07-11 07:20:57,2018-07-11 07:20:57,True,0
5b45b06497020b0010110bac,5b445daaa16f58001071a8c7,5b448b8f76362000107236f3,5b45af2cd2e6a90010d558b7,active,System,weesoon@mavenlab.com,2018-07-11 07:23:16,2018-07-11 07:23:16,True,0
5b45b06497020b0010110bad,5b4574b0d6c4af0010f9ad7d,5b448b8f76362000107236f5,5b45af2cd2e6a90010d558b7,active,System,system,2018-07-11 07:23:16,2018-07-11 07:23:16,True,0
5b45b0e697020b0010110baf,5b4574b0d6c4af0010f9ad7d,5b448b8f76362000107236f7,5b45af2cd2e6a90010d558b7,active,System,tanvi@mavenlab.com,2018-07-11 07:25:26,2018-07-11 07:25:26,True,0
5b45b0ff8b2c950010c1898a,5b4574b0d6c4af0010f9ad7d,5b448b8f76362000107236fb,5b45af2cd2e6a90010d558b7,active,System,System,2018-07-11 07:25:51,2018-07-11 07:25:51,True,0
5b45b1ad97020b0010110bb2,5b4574b0d6c4af0010f9ad7d,5b448b8f76362000107236f9,5b45af2cd2e6a90010d558b7,active,System,system,2018-07-11 07:28:45,2018-07-11 07:28:45,False,0
5b45b1b997020b0010110bb3,5b4574b0d6c4af0010f9ad7d,5b448b8f76362000107236f7,5b45af28d2e6a90010d558b5,active,System,tanvi@mavenlab.com,2018-07-11 07:28:57,2018-07-11 07:28:57,False,0
5b45b1cc4dca7a00117082f1,,5b44810a76362000107236dd,5b45b1ccd2e6a90010d558bb,active,System,system,2018-07-11 07:29:16,2018-07-11 07:29:16,True,0
5b45b21a95c0d10010c4e0f7,5b445daaa16f58001071a8c7,5b458e837636200010723755,5b45b1ccd2e6a90010d558bb,active,System,system,2018-07-11 07:30:34,2018-07-11 07:30:34,False,0
5b45b22397020b0010110bb4,5b445daaa16f58001071a8c7,5b458e837636200010723754,5b45b1ccd2e6a90010d558bb,active,System,weesoon@mavenlab.com,2018-07-11 07:30:43,2018-07-11 07:30:43,True,0
5b45c69d97020b0010110bb6,5b4574b0d6c4af0010f9ad7d,5b448b8f76362000107236f9,5b45af28d2e6a90010d558b5,active,System,system,2018-07-11 08:58:05,2018-07-11 08:58:05,False,0
5b45c88c4dca7a00117082f2,,5b44810a76362000107236d4,5b45c88cd2e6a90010d558be,active,System,system,2018-07-11 09:06:20,2018-07-11 09:06:20,True,0
5b45c88c4dca7a00117082f3,5b4574b0d6c4af0010f9ad7d,5b44810a76362000107236d5,5b45c88cd2e6a90010d558be,active,System,system,2018-07-11 09:06:20,2018-07-11 09:06:20,True,0
5b45c8c497020b0010110bb7,5b4574b0d6c4af0010f9ad7d,5b44810a76362000107236d7,5b45c88cd2e6a90010d558be,active,System,tanvi@mavenlab.com,2018-07-11 09:07:16,2018-07-11 09:07:16,True,0
5b45c901d2e6a90010d558c1,5b4574b0d6c4af0010f9ad7d,5b44810a76362000107236d5,5b45c88cd2e6a90010d558be,active,System,system,2018-07-11 09:08:17,2018-07-11 09:08:17,True,0
5b45c90197020b0010110bb8,5b4574b0d6c4af0010f9ad7d,5b44810a76362000107236d7,5b45c88cd2e6a90010d558be,active,System,tanvi@mavenlab.com,2018-07-11 09:08:17,2018-07-11 09:08:17,True,0
5b45c9068b2c950010c1898b,5b4574b0d6c4af0010f9ad7d,5b458e837636200010723758,5b45c88cd2e6a90010d558be,active,System,System,2018-07-11 09:08:22,2018-07-11 09:08:22,True,0
5b45ca6fd2e6a90010d558c3,5b4574b0d6c4af0010f9ad7d,5b44810a76362000107236d5,5b45c88cd2e6a90010d558be,active,System,system,2018-07-11 09:14:23,2018-07-11 09:14:23,False,0
